Range_R,Tested_w,Discard_Percentage,Predicted_Time_Sec,Actual_Time_Sec,Is_Predicted_Optimal,Is_Actual_Optimal,Accurate?,
7,4,12.5,0.000635,0.000959,1,1,TRUE,
7,5,0.83,0.000746,0.000972,0,0,FALSE,
7,6,0.83,0.000951,0.002601,0,0,FALSE,
7,7,0,0.001166,0.001203,0,0,FALSE,
7,8,0,0.001407,0.001771,0,0,FALSE,
7,9,0,0.001668,0.001827,0,0,FALSE,
9,4,25,0.000741,0.00099,1,1,TRUE,
9,5,2.5,0.000759,0.002653,0,0,FALSE,
9,6,0,0.000943,0.002257,0,0,FALSE,
9,7,0,0.001166,0.003499,0,0,FALSE,
9,8,0,0.001407,0.001384,0,0,FALSE,
9,9,0,0.001668,0.005535,0,0,FALSE,
10,4,16.67,0.000667,0.000867,1,1,TRUE,
10,5,0,0.00074,0.002676,0,0,FALSE,
10,6,0,0.000943,0.003523,0,0,FALSE,
10,7,0,0.001166,0.00319,0,0,FALSE,
10,8,0,0.001407,0.005023,0,0,FALSE,
10,9,0,0.001668,0.002703,0,0,FALSE,
13,4,45.83,0.001025,0.001343,0,1,FALSE,
13,5,2.5,0.000759,0.002187,1,0,FALSE,
13,6,0.69,0.00095,0.001503,0,0,FALSE,
13,7,0.18,0.001168,0.00373,0,0,FALSE,
13,8,0.02,0.001408,0.003337,0,0,FALSE,
13,9,0,0.001668,0.006258,0,0,FALSE,
23,4,4.17,0.00058,0.002312,1,0,FALSE,
23,5,4.17,0.000772,0.002988,0,0,FALSE,
23,6,0.97,0.000953,0.003296,0,0,FALSE,
23,7,0.06,0.001167,0.001868,0,1,FALSE,
23,8,0,0.001407,0.004896,0,0,FALSE,
23,9,0,0.001668,0.00591,0,0,FALSE,
31,5,22.5,0.000955,0.00153,0,1,FALSE,
31,6,0.97,0.000953,0.003081,1,0,FALSE,
31,7,0.36,0.00117,0.00214,0,0,FALSE,
31,8,0.05,0.001408,0.002831,0,0,FALSE,
31,9,0.01,0.001668,0.002091,0,0,FALSE,
31,10,0,0.001947,0.002602,0,0,FALSE,
41,5,31.67,0.001083,0.002202,0,0,FALSE,
41,6,3.19,0.000975,0.001661,1,0,FALSE,
41,7,0.75,0.001175,0.001205,0,1,FALSE,
41,8,0.04,0.001408,0.001739,0,0,FALSE,
41,9,0.01,0.001668,0.001927,0,0,FALSE,
41,10,0,0.001947,0.002226,0,0,FALSE,
52,5,13.33,0.000854,0.001624,1,0,FALSE,
52,6,6.11,0.001005,0.000969,0,1,FALSE,
52,7,0.95,0.001177,0.002008,0,0,FALSE,
52,8,0.05,0.001408,0.00198,0,0,FALSE,
52,9,0.01,0.001668,0.002017,0,0,FALSE,
52,10,0,0.001947,0.002178,0,0,FALSE,
61,5,49.17,0.001456,0.006573,0,0,FALSE,
61,6,6.81,0.001012,0.001943,1,0,FALSE,
61,7,0.75,0.001175,0.004473,0,0,FALSE,
61,8,0.15,0.00141,0.001402,0,1,FALSE,
61,9,0.01,0.001668,0.005942,0,0,FALSE,
61,10,0,0.001947,0.001937,0,0,FALSE,
119,5,0.83,0.000746,0.002613,1,0,FALSE,
119,6,0.83,0.000951,0.002294,0,0,FALSE,
119,7,0.83,0.001176,0.004131,0,0,FALSE,
119,8,0.24,0.001411,0.003384,0,0,FALSE,
119,9,0.01,0.001668,0.002117,0,1,FALSE,
119,10,0,0.001947,0.007024,0,0,FALSE,
181,6,24.58,0.001251,0.002006,0,1,FALSE,
181,7,3.04,0.001202,0.002181,1,0,FALSE,
181,8,0.34,0.001412,0.005301,0,0,FALSE,
181,9,0.04,0.001669,0.006108,0,0,FALSE,
181,10,0,0.001948,0.002233,0,0,FALSE,
181,11,0,0.002246,0.00769,0,0,FALSE,
241,6,33.06,0.001409,0.005575,0,0,FALSE,
241,7,4.37,0.001219,0.00344,1,0,FALSE,
241,8,0.18,0.00141,0.001902,0,1,FALSE,
241,9,0.05,0.001669,0.004431,0,0,FALSE,
241,10,0,0.001947,0.003558,0,0,FALSE,
241,11,0,0.002246,0.007438,0,0,FALSE,
361,6,49.86,0.001882,0.007768,0,0,FALSE,
361,7,6.88,0.001252,0.004537,1,0,FALSE,
361,8,0.62,0.001416,0.003814,0,1,FALSE,
361,9,0.02,0.001668,0.003832,0,0,FALSE,
361,10,0,0.001947,0.00685,0,0,FALSE,
361,11,0,0.002246,0.00786,0,0,FALSE,
365,6,49.31,0.001861,0.005964,0,0,FALSE,
365,7,5.85,0.001238,0.004784,1,0,FALSE,
365,8,0.42,0.001413,0.004186,0,0,FALSE,
365,9,0.02,0.001668,0.001869,0,1,FALSE,
365,10,0.01,0.001948,0.006396,0,0,FALSE,
365,11,0,0.002246,0.006203,0,0,FALSE,
719,6,0.14,0.000945,0.003141,1,0,FALSE,
719,7,0.14,0.001168,0.004554,0,0,FALSE,
719,8,0.14,0.001409,0.004895,0,0,FALSE,
719,9,0.14,0.00167,0.00588,0,0,FALSE,
719,10,0,0.001947,0.006885,0,0,FALSE,
719,11,0,0.002246,0.002525,0,1,FALSE,
1000,7,0.79,0.001175,0.004236,1,0,FALSE,
1000,8,0.79,0.001419,0.005093,0,0,FALSE,
1000,9,0.24,0.001672,0.005735,0,0,FALSE,
1000,10,0.02,0.001948,0.003448,0,1,FALSE,
1000,11,0,0.002246,0.007926,0,0,FALSE,
1000,12,0,0.002563,0.005095,0,0,FALSE,
1261,7,24.94,0.001553,0.006232,0,0,FALSE,
1261,8,3.05,0.001452,0.005182,1,0,FALSE,
1261,9,0.27,0.001672,0.004855,0,0,FALSE,
1261,10,0.02,0.001948,0.006692,0,0,FALSE,
1261,11,0,0.002246,0.006727,0,0,FALSE,
1261,12,0,0.002563,0.003719,0,1,FALSE,
1681,7,33.29,0.001748,0.006959,0,0,FALSE,
1681,8,4.11,0.001468,0.005291,1,0,FALSE,
1681,9,0.4,0.001675,0.004736,0,0,FALSE,
1681,10,0.03,0.001948,0.004578,0,1,FALSE,
1681,11,0,0.002246,0.007556,0,0,FALSE,
1681,12,0,0.002563,0.006862,0,0,FALSE,
2521,7,49.98,0.002331,0.009312,0,0,FALSE,
2521,8,6.21,0.001501,0.006377,1,0,FALSE,
2521,9,0.66,0.001679,0.003197,0,1,FALSE,
2521,10,0.03,0.001948,0.006829,0,0,FALSE,
2521,11,0,0.002246,0.005918,0,0,FALSE,
2521,12,0,0.002563,0.010946,0,0,FALSE,
5039,7,0.02,0.001166,0.003968,1,1,TRUE,
5039,8,0.02,0.001408,0.004913,0,0,FALSE,
5039,9,0.02,0.001668,0.005912,0,0,FALSE,
5039,10,0.02,0.001948,0.005307,0,0,FALSE,
5039,11,0.01,0.002246,0.008056,0,0,FALSE,
5039,12,0,0.002563,0.005939,0,0,FALSE,
10000,8,0.79,0.001419,0.004963,1,0,FALSE,
10000,9,0.79,0.001681,0.005681,0,0,FALSE,
10000,10,0.24,0.001952,0.003996,0,1,FALSE,
10000,11,0.02,0.002246,0.008288,0,0,FALSE,
10000,12,0,0.002563,0.007265,0,0,FALSE,
10000,13,0,0.0029,0.009968,0,0,FALSE,
10081,8,24.99,0.001876,0.006824,0,0,FALSE,
10081,9,2.77,0.001715,0.006242,1,0,FALSE,
10081,10,0.27,0.001953,0.0059,0,0,FALSE,
10081,11,0.02,0.002246,0.002225,0,1,FALSE,
10081,12,0,0.002563,0.00757,0,0,FALSE,
10081,13,0,0.0029,0.003205,0,0,FALSE,
13441,8,33.33,0.002111,0.008099,0,0,FALSE,
13441,9,3.7,0.001732,0.004219,1,1,TRUE,
13441,10,0.36,0.001955,0.007309,0,0,FALSE,
13441,11,0.03,0.002247,0.007748,0,0,FALSE,
13441,12,0,0.002563,0.005803,0,0,FALSE,
13441,13,0,0.0029,0.009193,0,0,FALSE,
20161,8,50,0.002815,0.00579,0,0,FALSE,
20161,9,5.55,0.001766,0.006312,1,0,FALSE,
20161,10,0.55,0.001958,0.007137,0,0,FALSE,
20161,11,0.05,0.002247,0.004709,0,1,FALSE,
20161,12,0,0.002564,0.00862,0,0,FALSE,
20161,13,0,0.0029,0.009351,0,0,FALSE,
40319,8,0,0.001407,0.005205,1,1,TRUE,
40319,9,0,0.001668,0.005897,0,0,FALSE,
40319,10,0,0.001947,0.006907,0,0,FALSE,
40319,11,0,0.002246,0.006277,0,0,FALSE,
40319,12,0,0.002564,0.008315,0,0,FALSE,
40319,13,0,0.0029,0.010206,0,0,FALSE,
90721,9,25,0.002224,0.008117,0,0,FALSE,
90721,10,2.5,0.001997,0.007223,1,0,FALSE,
90721,11,0.23,0.002251,0.008017,0,0,FALSE,
90721,12,0.02,0.002564,0.008502,0,0,FALSE,
90721,13,0,0.0029,0.009361,0,0,FALSE,
90721,14,0,0.003255,0.00671,0,1,FALSE,
120961,9,33.33,0.002502,0.004541,0,0,FALSE,
120961,10,3.33,0.002015,0.005955,1,0,FALSE,
120961,11,0.3,0.002253,0.003413,0,1,FALSE,
120961,12,0.02,0.002564,0.008156,0,0,FALSE,
120961,13,0,0.0029,0.009577,0,0,FALSE,
120961,14,0,0.003255,0.010726,0,0,FALSE,
181441,9,50,0.003336,0.01055,0,0,FALSE,
181441,10,5,0.00205,0.007737,1,0,FALSE,
181441,11,0.45,0.002256,0.006779,0,0,FALSE,
181441,12,0.04,0.002564,0.00264,0,1,FALSE,
181441,13,0,0.0029,0.005301,0,0,FALSE,
181441,14,0,0.003255,0.010073,0,0,FALSE,
362879,9,0,0.001668,0.005841,1,1,TRUE,
362879,10,0,0.001947,0.007015,0,0,FALSE,
362879,11,0,0.002246,0.008096,0,0,FALSE,
362879,12,0,0.002563,0.005863,0,0,FALSE,
362879,13,0,0.0029,0.009919,0,0,FALSE,
362879,14,0,0.003255,0.010682,0,0,FALSE,
483244,10,6.78,0.002089,0.00756,1,0,FALSE,
483244,11,0.73,0.002262,0.007969,0,0,FALSE,
483244,12,0.02,0.002564,0.008911,0,0,FALSE,
483244,13,0.01,0.0029,0.005872,0,1,FALSE,
483244,14,0,0.003255,0.011347,0,0,FALSE,
483244,15,0,0.00363,0.007699,0,0,FALSE,
582426,10,3.7,0.002022,0.007466,1,0,FALSE,
582426,11,0.78,0.002264,0.007834,0,0,FALSE,
582426,12,0.05,0.002565,0.004819,0,0,FALSE,
582426,13,0,0.0029,0.003444,0,1,FALSE,
582426,14,0,0.003255,0.006213,0,0,FALSE,
582426,15,0,0.00363,0.011056,0,0,FALSE,
630018,10,13.19,0.002243,0.008289,1,0,FALSE,
630018,11,0.57,0.002259,0.0083,0,0,FALSE,
630018,12,0.04,0.002564,0.008933,0,0,FALSE,
630018,13,0.01,0.0029,0.005857,0,0,FALSE,
630018,14,0,0.003255,0.010575,0,0,FALSE,
630018,15,0,0.00363,0.003986,0,1,FALSE,
698364,10,3.77,0.002024,0.007875,1,0,FALSE,
698364,11,0.28,0.002252,0.007939,0,0,FALSE,
698364,12,0.13,0.002567,0.002817,0,1,FALSE,
698364,13,0.01,0.0029,0.009093,0,0,FALSE,
698364,14,0,0.003255,0.008989,0,0,FALSE,
698364,15,0,0.00363,0.006363,0,0,FALSE,
709340,10,2.26,0.001993,0.003374,1,1,TRUE,
709340,11,0.49,0.002257,0.008307,0,0,FALSE,
709340,12,0.04,0.002565,0.009526,0,0,FALSE,
709340,13,0.01,0.0029,0.008852,0,0,FALSE,
709340,14,0,0.003255,0.003666,0,0,FALSE,
709340,15,0,0.00363,0.011725,0,0,FALSE,
907201,10,25,0.002597,0.009292,0,0,FALSE,
907201,11,2.27,0.002298,0.008354,1,1,TRUE,
907201,12,0.19,0.002568,0.008986,0,0,FALSE,
907201,13,0.01,0.0029,0.009509,0,0,FALSE,
907201,14,0,0.003255,0.011241,0,0,FALSE,
907201,15,0,0.00363,0.009459,0,0,FALSE,
1000000,10,17.33,0.002356,0.005916,0,0,FALSE,
1000000,11,2.3,0.002299,0.007525,1,0,FALSE,
1000000,12,0,0.002563,0.009111,0,0,FALSE,
1000000,13,0,0.0029,0.005374,0,1,FALSE,
1000000,14,0,0.003255,0.010645,0,0,FALSE,
1000000,15,0,0.00363,0.012399,0,0,FALSE,
1033325,10,14.57,0.00228,0.008328,1,0,FALSE,
1033325,11,1.63,0.002283,0.00794,0,0,FALSE,
1033325,12,0.12,0.002567,0.004736,0,1,FALSE,
1033325,13,0,0.0029,0.009898,0,0,FALSE,
1033325,14,0,0.003255,0.010821,0,0,FALSE,
1033325,15,0,0.00363,0.009922,0,0,FALSE,
1056669,10,12.64,0.002229,0.002638,1,1,TRUE,
1056669,11,2.05,0.002293,0.003536,0,0,FALSE,
1056669,12,0.07,0.002565,0.008517,0,0,FALSE,
1056669,13,0,0.0029,0.009743,0,0,FALSE,
1056669,14,0,0.003255,0.010098,0,0,FALSE,
1056669,15,0,0.00363,0.010663,0,0,FALSE,
1135042,10,6.16,0.002075,0.007445,1,0,FALSE,
1135042,11,0.48,0.002257,0.008002,0,0,FALSE,
1135042,12,0,0.002564,0.007066,0,1,FALSE,
1135042,13,0,0.0029,0.007487,0,0,FALSE,
1135042,14,0,0.003255,0.010241,0,0,FALSE,
1135042,15,0,0.00363,0.009159,0,0,FALSE,
1142776,10,5.52,0.002061,0.007682,1,0,FALSE,
1142776,11,2.66,0.002307,0.00268,0,1,FALSE,
1142776,12,0.04,0.002564,0.007957,0,0,FALSE,
1142776,13,0,0.0029,0.009556,0,0,FALSE,
1142776,14,0,0.003255,0.011045,0,0,FALSE,
1142776,15,0,0.00363,0.011206,0,0,FALSE,
1209601,10,33.33,0.002921,0.004525,0,0,FALSE,
1209601,11,3.03,0.002316,0.006474,1,0,FALSE,
1209601,12,0.25,0.00257,0.008046,0,0,FALSE,
1209601,13,0.02,0.002901,0.004373,0,0,FALSE,
1209601,14,0,0.003255,0.003953,0,1,FALSE,
1209601,15,0,0.00363,0.004305,0,0,FALSE,
1485341,10,18.14,0.002379,0.007956,0,0,FALSE,
1485341,11,3.25,0.002321,0.002826,1,0,FALSE,
1485341,12,0.15,0.002567,0.002605,0,1,FALSE,
1485341,13,0.01,0.0029,0.005309,0,0,FALSE,
1485341,14,0,0.003255,0.003579,0,0,FALSE,
1485341,15,0,0.00363,0.010916,0,0,FALSE,
1679110,10,7.46,0.002104,0.002419,1,1,TRUE,
1679110,11,3.25,0.002321,0.006259,0,0,FALSE,
1679110,12,0.1,0.002566,0.007334,0,0,FALSE,
1679110,13,0.01,0.0029,0.008904,0,0,FALSE,
1679110,14,0,0.003255,0.013075,0,0,FALSE,
1679110,15,0,0.00363,0.009725,0,0,FALSE,
1814401,10,50,0.003895,0.011805,0,0,FALSE,
1814401,11,4.55,0.002353,0.007025,1,0,FALSE,
1814401,12,0.38,0.002573,0.008304,0,0,FALSE,
1814401,13,0.03,0.002901,0.009214,0,0,FALSE,
1814401,14,0,0.003256,0.006485,0,0,FALSE,
1814401,15,0,0.00363,0.004028,0,1,FALSE,
3628799,10,0,0.001947,0.006608,1,1,TRUE,
3628799,11,0,0.002246,0.007376,0,0,FALSE,
3628799,12,0,0.002563,0.008485,0,0,FALSE,
3628799,13,0,0.0029,0.008598,0,0,FALSE,
3628799,14,0,0.003255,0.009913,0,0,FALSE,
3628799,15,0,0.00363,0.00968,0,0,FALSE,
3855549,11,3.41,0.002325,0.004963,1,1,TRUE,
3855549,12,0.19,0.002568,0.008011,0,0,FALSE,
3855549,13,0,0.0029,0.008653,0,0,FALSE,
3855549,14,0,0.003255,0.005738,0,0,FALSE,
3855549,15,0,0.00363,0.011348,0,0,FALSE,
3855549,16,0,0.004023,0.008417,0,0,FALSE,
4129428,11,6.89,0.002412,0.009347,1,0,FALSE,
4129428,12,0.86,0.002586,0.006418,0,0,FALSE,
4129428,13,0.06,0.002902,0.009499,0,0,FALSE,
4129428,14,0,0.003256,0.011344,0,0,FALSE,
4129428,15,0,0.00363,0.010753,0,0,FALSE,
4129428,16,0,0.004023,0.005849,0,1,FALSE,
4345226,11,2.03,0.002292,0.008024,1,1,TRUE,
4345226,12,0.21,0.002569,0.009025,0,0,FALSE,
4345226,13,0.01,0.0029,0.008686,0,0,FALSE,
4345226,14,0,0.003255,0.011033,0,0,FALSE,
4345226,15,0,0.00363,0.012182,0,0,FALSE,
4345226,16,0,0.004023,0.012928,0,0,FALSE,
4742732,11,4.95,0.002363,0.006392,1,0,FALSE,
4742732,12,0.99,0.002589,0.007261,0,0,FALSE,
4742732,13,0.07,0.002902,0.00644,0,0,FALSE,
4742732,14,0,0.003256,0.011471,0,0,FALSE,
4742732,15,0,0.00363,0.010957,0,0,FALSE,
4742732,16,0,0.004023,0.005953,0,1,FALSE,
9979201,11,25,0.002995,0.011085,0,0,FALSE,
9979201,12,2.08,0.002618,0.008265,1,0,FALSE,
9979201,13,0.16,0.002905,0.009751,0,0,FALSE,
9979201,14,0.01,0.003256,0.008235,0,0,FALSE,
9979201,15,0,0.00363,0.006147,0,1,FALSE,
9979201,16,0,0.004023,0.012453,0,0,FALSE,
13305601,11,33.33,0.003369,0.008836,0,0,FALSE,
13305601,12,2.78,0.002637,0.005682,1,1,TRUE,
13305601,13,0.21,0.002906,0.00987,0,0,FALSE,
13305601,14,0.02,0.003256,0.007392,0,0,FALSE,
13305601,15,0,0.00363,0.007093,0,0,FALSE,
13305601,16,0,0.004023,0.013703,0,0,FALSE,
16777216,11,15.94,0.002672,0.008799,0,0,FALSE,
16777216,12,1.93,0.002614,0.008499,1,0,FALSE,
16777216,13,0.04,0.002901,0.00963,0,0,FALSE,
16777216,14,0,0.003256,0.010444,0,0,FALSE,
16777216,15,0,0.00363,0.010422,0,0,FALSE,
16777216,16,0,0.004023,0.004483,0,1,FALSE,
19958401,11,50,0.004492,0.011486,0,0,FALSE,
19958401,12,4.17,0.002675,0.008598,1,0,FALSE,
19958401,13,0.32,0.002909,0.008581,0,0,FALSE,
19958401,14,0.02,0.003256,0.010702,0,0,FALSE,
19958401,15,0,0.00363,0.011887,0,0,FALSE,
19958401,16,0,0.004023,0.004412,0,1,FALSE,
39916799,11,0,0.002246,0.004468,1,0,FALSE,
39916799,12,0,0.002563,0.002516,0,1,FALSE,
39916799,13,0,0.0029,0.007353,0,0,FALSE,
39916799,14,0,0.003255,0.007152,0,0,FALSE,
39916799,15,0,0.00363,0.010707,0,0,FALSE,
39916799,16,0,0.004023,0.009709,0,0,FALSE,
119750401,12,25,0.003418,0.003897,0,1,FALSE,
119750401,13,1.92,0.002957,0.004569,1,0,FALSE,
119750401,14,0.14,0.00326,0.00961,0,0,FALSE,
119750401,15,0.01,0.00363,0.004016,0,0,FALSE,
119750401,16,0,0.004023,0.009011,0,0,FALSE,
119750401,17,0,0.004436,0.006691,0,0,FALSE,
159667201,12,33.33,0.003845,0.00929,0,0,FALSE,
159667201,13,2.56,0.002976,0.003832,1,1,TRUE,
159667201,14,0.18,0.003261,0.010304,0,0,FALSE,
159667201,15,0.01,0.00363,0.01153,0,0,FALSE,
159667201,16,0,0.004023,0.011016,0,0,FALSE,
159667201,17,0,0.004436,0.006086,0,0,FALSE,
239500801,12,50,0.005127,0.009369,0,0,FALSE,
239500801,13,3.85,0.003016,0.003361,1,1,TRUE,
239500801,14,0.27,0.003264,0.005196,0,0,FALSE,
239500801,15,0.02,0.003631,0.007411,0,0,FALSE,
239500801,16,0,0.004023,0.012811,0,0,FALSE,
239500801,17,0,0.004436,0.012239,0,0,FALSE,
479001599,12,0,0.002563,0.006034,1,0,FALSE,
479001599,13,0,0.0029,0.009348,0,0,FALSE,
479001599,14,0,0.003255,0.004835,0,1,FALSE,
479001599,15,0,0.00363,0.012391,0,0,FALSE,
479001599,16,0,0.004023,0.011302,0,0,FALSE,
479001599,17,0,0.004436,0.00715,0,0,FALSE,
1556755201,13,25,0.003867,0.013009,0,0,FALSE,
1556755201,14,1.79,0.003315,0.011666,1,0,FALSE,
1556755201,15,0.12,0.003634,0.012024,0,0,FALSE,
1556755201,16,0.01,0.004024,0.013002,0,0,FALSE,
1556755201,17,0,0.004436,0.011926,0,0,FALSE,
1556755201,18,0,0.004867,0.010274,0,1,FALSE,
2075673601,13,33.33,0.00435,0.006421,0,0,FALSE,
2075673601,14,2.38,0.003335,0.00747,1,0,FALSE,
2075673601,15,0.16,0.003636,0.004188,0,1,FALSE,
2075673601,16,0.01,0.004024,0.010801,0,0,FALSE,
2075673601,17,0,0.004436,0.011551,0,0,FALSE,
2075673601,18,0,0.004867,0.006561,0,0,FALSE,
3113510401,13,50,0.0058,0.007808,0,1,FALSE,
3113510401,14,3.57,0.003376,0.011019,1,0,FALSE,
3113510401,15,0.24,0.003639,0.010982,0,0,FALSE,
3113510401,16,0.01,0.004024,0.012736,0,0,FALSE,
3113510401,17,0,0.004436,0.008787,0,0,FALSE,
3113510401,18,0,0.004867,0.008372,0,0,FALSE,
6227020799,13,0,0.0029,0.008355,1,0,FALSE,
6227020799,14,0,0.003255,0.010927,0,0,FALSE,
6227020799,15,0,0.00363,0.009846,0,0,FALSE,
6227020799,16,0,0.004023,0.010847,0,0,FALSE,
6227020799,17,0,0.004436,0.008572,0,0,FALSE,
6227020799,18,0,0.004867,0.00563,0,1,FALSE,
21794572801,14,25,0.004341,0.004552,0,0,FALSE,
21794572801,15,1.67,0.003691,0.003734,1,1,TRUE,
21794572801,16,0.1,0.004028,0.013161,0,0,FALSE,
21794572801,17,0.01,0.004436,0.012999,0,0,FALSE,
21794572801,18,0,0.004867,0.014854,0,0,FALSE,
29059430401,14,33.33,0.004883,0.013013,0,0,FALSE,
29059430401,15,2.22,0.003712,0.006007,1,1,TRUE,
29059430401,16,0.14,0.004029,0.011801,0,0,FALSE,
29059430401,17,0.01,0.004436,0.013544,0,0,FALSE,
29059430401,18,0,0.004867,0.006903,0,0,FALSE,
43589145601,14,50,0.006511,0.010375,0,0,FALSE,
43589145601,15,3.33,0.003755,0.010305,1,0,FALSE,
43589145601,16,0.21,0.004032,0.012532,0,0,FALSE,
43589145601,17,0.01,0.004436,0.006207,0,1,FALSE,
43589145601,18,0,0.004867,0.014135,0,0,FALSE,
87178291199,14,0,0.003255,0.005668,1,0,FALSE,
87178291199,15,0,0.00363,0.012224,0,0,FALSE,
87178291199,16,0,0.004023,0.006398,0,0,FALSE,
87178291199,17,0,0.004436,0.010555,0,0,FALSE,
87178291199,18,0,0.004867,0.005454,0,1,FALSE,
326918592001,15,25,0.00484,0.01261,0,0,FALSE,
326918592001,16,1.56,0.004087,0.010753,1,1,TRUE,
326918592001,17,0.09,0.00444,0.013172,0,0,FALSE,
326918592001,18,0.01,0.004868,0.013158,0,0,FALSE,
435891456001,15,33.33,0.005445,0.015646,0,0,FALSE,
435891456001,16,2.08,0.004109,0.012037,1,0,FALSE,
435891456001,17,0.12,0.004441,0.011288,0,0,FALSE,
435891456001,18,0.01,0.004868,0.005459,0,1,FALSE,
653837184001,15,50,0.00726,0.008595,0,0,FALSE,
653837184001,16,3.12,0.004153,0.004787,1,1,TRUE,
653837184001,17,0.18,0.004444,0.009585,0,0,FALSE,
653837184001,18,0.01,0.004868,0.014185,0,0,FALSE,
1307674367999,15,0,0.00363,0.00471,1,1,TRUE,
1307674367999,16,0,0.004023,0.007412,0,0,FALSE,
1307674367999,17,0,0.004436,0.012805,0,0,FALSE,
1307674367999,18,0,0.004867,0.012305,0,0,FALSE,
5230697472001,16,25,0.005365,0.005659,0,1,FALSE,
5230697472001,17,1.47,0.004502,0.012993,1,0,FALSE,
5230697472001,18,0.08,0.004871,0.012846,0,0,FALSE,
6974263296001,16,33.33,0.006035,0.016516,0,0,FALSE,
6974263296001,17,1.96,0.004525,0.010809,1,0,FALSE,
6974263296001,18,0.11,0.004873,0.009349,0,1,FALSE,
10461394944001,16,50,0.008047,0.014998,0,0,FALSE,
10461394944001,17,2.94,0.00457,0.00741,1,0,FALSE,
10461394944001,18,0.16,0.004875,0.005442,0,1,FALSE,
20922789887999,16,0,0.004023,0.005671,1,1,TRUE,
20922789887999,17,0,0.004436,0.007322,0,0,FALSE,
20922789887999,18,0,0.004867,0.014309,0,0,FALSE,
88921857024001,17,25,0.005915,0.006798,0,0,FALSE,<-- From here downwards not count
88921857024001,18,1.39,0.004936,0.004982,1,1,TRUE,
118562476032001,17,33.33,0.006654,0.017263,0,0,FALSE,
118562476032001,18,1.85,0.004959,0.014081,1,1,TRUE,
177843714048001,17,50,0.008872,0.013422,0,0,FALSE,
177843714048001,18,2.78,0.005007,0.00558,1,1,TRUE,
355687428095999,17,0,0.004436,0.013097,1,1,TRUE,
355687428095999,18,0,0.004867,0.014019,0,0,FALSE,
1600593426432001,18,25,0.00649,0.008084,1,1,TRUE,
2134124568576001,18,33.33,0.007301,0.015547,1,1,TRUE,
3201186852864001,18,50,0.009735,0.012435,1,1,TRUE,
6402373705727999,18,0,0.004867,0.005396,1,1,TRUE,
,,,,,,,31,